id,gender,age,country,days_on_site_in_2016
6609,F,40,US,3
6610,,44,US,3
6611,,44,US,8
6612,F,32,US,1
6613,,45,US,13
6614,F,40,US,15
6615,M,40,US,6
6616,M,43,US,11
6617,M,45,US,22
6618,,37,US,38
6619,,22,US,15
6620,,36,US,11
6621,,49,US,6
6622,M,22,US,13
6623,,23,US,11
6624,,29,US,22
6625,F,54,US,14
6626,M,52,US,12
6627,F,27,US,26
6628,F,35,US,47
6629,M,24,US,15
6630,F,53,US,6
6631,F,29,US,1
6632,F,21,US,6
6633,,29,US,25
6634,F,29,US,5
6635,M,41,CA,4
6636,F,37,US,1
6637,,52,US,22
6638,,33,US,23
6639,M,51,US,12
6640,M,54,US,19
6641,F,47,US,16
6642,F,39,US,18
6643,,46,US,1
6644,F,27,US,1
6645,,27,CA,5
6646,F,48,US,7
6647,M,30,CA,1
6648,,27,US,2
6649,F,46,US,8
6650,M,49,CA,10
6651,M,42,US,5
6652,F,35,US,1
6653,M,42,US,4
6654,F,47,US,15
6655,M,37,CA,11
6656,M,27,US,31
6657,M,38,US,1
6658,F,23,US,3
6659,M,25,US,14
6660,M,49,US,30
6661,,31,US,6
6662,F,40,CA,2
6663,F,39,US,3
6664,M,27,US,19
6665,F,27,US,1
6666,,42,US,25
6667,F,29,CA,7
6668,F,52,CA,6
6669,,32,US,10
6670,M,42,US,8
6671,F,49,US,9
6672,F,26,US,5
6673,,34,US,12
6674,M,48,US,2
6675,,48,US,2
6676,F,24,US,7
6677,M,54,US,5
6678,F,28,US,22
6679,M,29,US,8
6680,F,53,US,3
6681,,21,US,3
6682,M,38,US,1
6683,M,43,CA,1
6684,M,51,US,11
6685,M,36,US,6
6686,,47,US,4
6687,F,29,CA,10
6688,F,23,US,12
6689,F,32,US,8
6690,,40,US,4
6691,M,54,US,18
6692,F,48,US,2
6693,,30,US,5
6694,F,41,CA,8
6695,F,53,US,12
6696,F,29,US,7
6697,,23,US,23
6698,M,37,US,1
6699,,36,US,20
6700,F,46,US,2
6701,,48,US,4
6702,M,28,US,2
6703,F,34,US,8
6704,F,47,US,26
6705,,43,US,10
6706,,47,US,4
6707,M,52,US,14
6708,M,48,US,18
6709,M,42,US,15
6710,F,31,US,1
6711,M,36,US,15
6712,F,52,US,26
6713,,32,US,13
6714,,38,US,8
6715,,24,US,10
6716,M,30,US,1
6717,F,24,US,7
6718,,24,US,1
6719,F,44,US,4
6720,F,49,US,2
6721,,30,US,11
6722,F,31,US,13
6723,F,46,US,2
6724,F,49,US,2
6725,,24,US,13
6726,M,51,US,7
6727,M,35,US,6
6728,F,46,CA,1
6729,F,35,US,17
6730,M,26,CA,6
6731,,29,US,37
6732,M,26,US,15
6733,,28,US,5
6734,,40,US,10
6735,,32,CA,5
6736,M,46,US,13
6737,F,45,CA,9
6738,,45,US,3
6739,,40,US,1
6740,F,34,US,12
6741,M,35,US,12
6742,,50,US,7
6743,M,45,US,4
6744,F,27,US,5
6745,,48,US,12
6746,F,22,US,8
6747,M,50,US,9
6748,M,35,US,4
6749,M,53,CA,8
6750,,21,US,47
6751,F,53,US,4
6752,,54,US,3
6753,M,21,US,7
6754,M,24,US,3
6755,,43,US,6
6756,,25,US,27
6757,M,51,US,4
6758,M,54,CA,9
6759,F,36,US,9
6760,F,21,US,1
6761,,52,CA,12
6762,F,30,US,15
6763,M,40,US,18
6764,,48,US,5
6765,M,37,US,16
6766,F,26,US,10
6767,,48,US,32
6768,,29,US,18
6769,M,51,US,34
6770,,39,US,5
6771,M,51,US,24
6772,F,52,US,46
6773,M,49,US,11
6774,M,45,US,9
6775,F,41,US,33
6776,,28,US,2
6777,F,47,US,18
6778,M,25,US,2
6779,F,23,US,1
6780,M,30,US,3
6781,,44,US,1
6782,,23,US,9
6783,,28,US,6
6784,F,43,US,12
6785,,34,US,17
6786,,22,CA,1
6787,,48,US,19
6788,M,29,US,3
6789,F,49,US,12
6790,M,28,US,65
6791,F,54,US,10
6792,,54,CA,18
6793,M,21,US,1
6794,M,43,US,3
6795,F,33,US,2
6796,F,38,US,4
6797,,44,CA,20
6798,,22,US,7
6799,,52,US,11
6800,,45,US,22
6801,F,52,US,9
6802,F,51,US,4
6803,F,31,US,3
6804,,22,US,3
6805,F,35,US,29
6806,M,48,US,1
6807,,39,US,14
6808,F,47,CA,1
6809,,31,US,17
6810,F,41,US,3
6811,,32,US,51
6812,,41,US,1
6813,,33,CA,18
6814,M,39,US,6
6815,,30,US,3
6816,M,21,US,13
6817,M,46,US,8
6818,,49,US,4
6819,M,48,US,2
6820,,39,CA,2
6821,F,45,US,7
6822,F,29,US,27
6823,M,27,US,16
6824,M,25,US,3
6825,,26,US,3
6826,F,21,US,16
6827,,50,US,1
6828,,23,US,1
6829,F,50,CA,5
6830,M,26,US,11
6831,M,27,US,4
6832,,45,US,14
6833,,31,US,3
6834,,36,US,13
6835,,51,CA,8
6836,,31,US,12
6837,M,26,US,12
6838,M,50,US,3
6839,,42,CA,1
6840,M,46,US,2
6841,M,21,US,8
6842,,36,US,1
6843,,28,US,35
6844,F,47,US,3
6845,F,50,US,2
6846,F,32,US,15
6847,F,50,US,23
6848,M,21,US,9
6849,M,48,CA,13
6850,,53,US,15
6851,M,21,US,7
6852,,23,US,2
6853,F,37,US,1
6854,,32,US,4
6855,,41,US,7
6856,F,41,US,8
6857,M,44,US,8
6858,F,42,US,3
6859,F,29,CA,20
6860,,39,US,4
6861,,47,US,2
6862,F,29,US,8
6863,F,29,US,1
6864,F,22,US,15
6865,M,28,US,3
6866,M,43,US,3
6867,M,39,US,8
6868,F,38,US,30
6869,F,23,CA,6
6870,M,25,US,45
6871,M,21,US,1
6872,F,44,US,4
6873,,37,US,3
6874,M,26,US,4
6875,F,36,US,50
6876,F,22,US,1
6877,F,41,US,3
6878,,26,US,7
6879,F,28,US,18
6880,M,37,US,20
6881,,22,US,7
6882,M,28,US,7
6883,M,53,US,11
6884,F,41,US,3
6885,F,33,US,40
6886,M,45,US,9
6887,F,35,US,16
6888,M,48,US,17
6889,F,36,US,9
6890,M,45,US,1
6891,F,32,US,4
6892,M,21,US,13
6893,M,54,US,14
6894,M,41,US,3
6895,M,39,US,12
6896,,22,US,1
6897,F,42,US,25
6898,,31,US,23
6899,M,22,US,10
6900,,27,US,9
6901,F,49,US,16
6902,M,25,US,4
6903,,40,US,15
6904,F,46,US,27
6905,M,40,US,1
6906,M,22,US,4
6907,F,22,US,7
6908,,45,CA,6
6909,,34,US,34
6910,F,34,US,1
6911,F,41,US,4
6912,M,41,US,27
6913,F,29,US,4
6914,M,23,US,1
6915,,31,US,2
6916,F,43,US,14
6917,F,50,US,2
6918,F,51,US,4
6919,F,40,US,17
6920,F,53,US,7
6921,,21,US,6
6922,M,39,US,16
6923,F,46,US,12
6924,,45,US,10
6925,F,28,US,9
6926,F,54,US,9
6927,,47,US,20
6928,M,22,CA,16
6929,,26,US,12
6930,M,46,US,6
6931,F,34,US,44
6932,F,37,US,1
6933,F,22,US,7
6934,F,54,CA,22
6935,F,54,CA,1
6936,,43,US,54
6937,F,26,US,37
6938,F,25,US,38
6939,M,28,US,12
6940,F,29,US,8
6941,M,28,US,5
6942,F,26,US,8
6943,,40,CA,2
6944,M,48,US,4
6945,F,42,US,8
6946,,26,US,3
6947,F,21,US,36
6948,F,29,US,4
6949,F,30,US,8
6950,,50,US,1
6951,F,29,US,7
6952,F,29,US,12
6953,M,51,US,1
6954,F,44,US,4
6955,F,23,US,25
6956,F,21,US,32
6957,,26,US,2
6958,F,54,US,6
6959,,38,US,1
6960,,31,US,5
6961,,50,CA,1
6962,F,49,US,9
6963,F,26,US,8
6964,M,53,US,2
6965,M,25,US,18
6966,F,36,US,8
6967,F,33,US,13
6968,F,22,US,10
6969,M,42,CA,3
6970,F,52,US,13
6971,F,35,US,4
6972,,49,US,7
6973,M,39,CA,3
6974,M,36,US,1
6975,,42,US,19
6976,M,29,US,2
6977,F,25,US,4
6978,M,23,US,8
6979,M,38,US,2
6980,,37,US,7
6981,F,23,US,5
6982,F,23,US,6
6983,M,50,US,19
6984,,54,US,1
6985,M,28,US,15
6986,M,49,US,4
6987,F,35,US,2
6988,,49,US,6
6989,M,32,US,4
6990,M,37,US,17
6991,M,54,US,15
6992,,42,US,6
6993,M,33,CA,2
6994,M,34,US,41
6995,,37,US,16
6996,F,43,US,11
6997,F,40,US,32
6998,,54,CA,6
6999,,27,US,9
7000,M,34,US,2
7001,,36,US,1
7002,,33,US,4
7003,F,45,US,11
7004,F,39,US,15
7005,F,31,CA,22
7006,F,29,US,3
7007,M,25,US,5
7008,,47,US,37
7009,,21,US,2
7010,,49,US,13
7011,,42,US,5
7012,F,22,US,3
7013,,34,US,17
7014,F,48,US,3
7015,,33,US,6
7016,,27,CA,14
7017,M,33,US,2
7018,M,51,US,25
7019,M,36,US,11
7020,M,34,US,7
7021,M,23,US,2
7022,F,49,US,16
7023,,25,US,1
7024,,38,US,14
7025,F,39,US,6
7026,,50,US,14
7027,,52,US,14
7028,F,46,US,4
7029,M,22,US,23
7030,,47,US,43
7031,F,33,US,8
7032,F,26,US,23
7033,,29,US,20
7034,,29,US,2
7035,,30,US,17
7036,M,47,US,5
7037,,29,US,2
7038,M,37,US,11
7039,F,45,US,4
7040,F,30,US,4
7041,,23,US,13
7042,M,48,US,10
7043,F,36,US,3
7044,F,47,US,16
7045,M,27,US,1
7046,F,27,US,1
7047,F,54,US,7
7048,F,24,US,1
7049,,21,US,25
7050,F,30,US,1
7051,F,53,CA,5
7052,,22,US,41
7053,F,46,US,4
7054,,40,US,11
7055,F,36,US,3
7056,,25,US,22
7057,F,26,US,1
7058,M,37,US,1
7059,M,35,US,12
7060,F,44,US,4
7061,,53,US,1
7062,F,45,US,14
7063,M,32,US,6
7064,M,51,US,2
7065,F,33,US,12
7066,,52,US,12
7067,F,46,CA,31
7068,M,33,US,6
7069,F,42,US,46
7070,F,40,US,2
7071,,27,US,3
7072,M,25,US,14
7073,F,54,CA,9
7074,M,42,US,1
7075,F,44,US,17
7076,,36,US,19
7077,,35,US,3
7078,,25,US,10
7079,,49,US,34
7080,F,34,CA,39
7081,M,43,CA,9
7082,F,54,US,5
7083,F,38,US,1
7084,,28,US,5
7085,M,50,US,6
7086,F,38,CA,31
7087,F,34,US,19
7088,F,29,US,6
7089,F,48,US,11
7090,,53,US,14
7091,M,44,US,4
7092,,23,US,6
7093,F,32,US,7
7094,,30,US,7
7095,,28,US,8
7096,,23,US,29
7097,F,23,US,14
7098,,41,US,3
7099,F,40,US,1
7100,F,39,US,27
7101,,44,CA,15
7102,F,33,CA,8
7103,,22,US,7
7104,,43,US,4
7105,F,54,CA,10
7106,F,29,US,11
7107,F,52,US,12
7108,,30,US,4
7109,M,48,US,52
7110,M,37,US,4
7111,M,39,US,10
7112,M,33,US,18
7113,,35,US,21
7114,M,22,CA,4
7115,,28,US,8
7116,F,31,US,20
7117,,39,US,5
7118,,40,US,6
7119,,34,US,2
7120,F,52,US,3
7121,M,52,US,10
7122,M,25,US,7
7123,F,25,US,10
7124,M,28,US,1
7125,,32,US,31
7126,F,26,US,62
7127,F,23,US,12
7128,F,23,CA,16
7129,M,32,US,4
7130,F,36,US,6
7131,F,40,US,8
7132,M,26,US,18
7133,F,29,CA,5
7134,,42,US,5
7135,F,36,US,1
7136,M,51,US,3
7137,F,23,US,14
7138,,41,US,5
7139,,27,US,2
7140,F,30,US,7
7141,F,27,US,1
7142,M,45,US,11
7143,M,54,CA,1
7144,M,46,US,6
7145,F,31,US,6
7146,M,27,US,22
7147,,46,US,1
7148,M,46,US,6
7149,M,34,US,11
7150,F,40,US,5
7151,F,40,US,13
7152,M,49,US,66
7153,F,28,US,2
7154,,26,US,19
7155,M,35,US,10
7156,,46,US,6
7157,,32,CA,8
7158,F,29,US,8
7159,M,45,US,7
7160,M,53,US,1
7161,F,53,US,7
7162,F,31,US,8
7163,,24,CA,5
7164,F,42,CA,33
7165,F,37,US,6
7166,F,48,US,1
7167,F,31,US,3
7168,M,46,US,1
7169,,34,US,8
7170,,27,US,6
7171,,27,US,6
7172,F,27,US,3
7173,,24,US,1
7174,M,44,US,1
7175,M,25,US,13
7176,F,32,US,2
7177,M,38,US,11
7178,M,35,US,20
7179,F,35,US,1
7180,,33,US,31
7181,M,33,US,2
7182,M,42,US,11
7183,,44,US,20
7184,,44,US,26
7185,M,36,US,4
7186,,37,US,16
7187,F,22,US,15
7188,M,30,US,1
7189,M,33,US,12
7190,M,52,US,8
7191,F,31,US,14
7192,M,31,US,38
7193,F,23,US,6
7194,F,21,US,4
7195,M,44,US,5
7196,F,22,US,3
7197,F,50,CA,20
7198,,51,US,11
7199,F,33,US,5
7200,M,26,US,21
7201,F,50,US,14
7202,F,36,US,20
7203,F,40,US,12
7204,,51,US,3
7205,M,35,US,2
7206,F,52,US,64
7207,M,51,US,3
7208,F,47,US,7
7209,F,21,US,3
7210,F,38,US,1
7211,F,52,US,12
7212,F,42,CA,5
7213,,53,US,5
7214,M,37,US,4
7215,F,49,US,12
7216,M,27,US,13
7217,F,45,US,3
7218,,21,CA,20
7219,F,39,US,29
7220,F,24,US,4
7221,M,29,US,7
7222,,45,US,2
7223,,38,US,5
7224,M,38,US,38
7225,F,51,CA,17
7226,F,50,US,3
7227,F,34,US,6
7228,M,34,US,10
7229,F,23,US,1
7230,M,39,US,8
7231,F,31,US,1
7232,,32,US,7
7233,M,42,US,13
7234,M,35,US,3
7235,F,38,US,1
7236,,38,US,9
7237,F,52,CA,6
7238,F,52,US,12
7239,F,36,US,7
7240,M,31,US,12
7241,M,26,US,11
7242,M,54,CA,18
7243,M,47,US,13
7244,F,31,US,4
7245,M,44,US,1
7246,M,32,US,12
7247,,48,US,30
7248,M,28,US,4
7249,M,45,US,4
7250,F,53,CA,9
7251,M,34,CA,12
7252,F,40,US,10
7253,,46,US,6
7254,F,49,US,37
7255,M,40,US,16
7256,,34,US,14
7257,,45,US,4
7258,M,25,US,17
7259,,24,US,2
7260,,33,US,14
7261,,36,US,8
7262,,33,US,4
7263,M,23,US,3
7264,F,38,US,6
7265,,38,US,64
7266,M,22,US,4
7267,M,50,US,4
7268,,47,US,5
7269,M,53,US,2
7270,F,34,US,2
7271,,52,US,5
7272,M,34,US,1
7273,M,29,US,2
7274,F,32,US,5
7275,M,40,US,6
7276,M,50,US,8
7277,F,51,US,24
7278,M,30,US,15
7279,F,54,US,4
7280,F,36,US,5
7281,M,31,US,10
7282,M,53,US,15
7283,F,34,US,27
7284,F,43,US,12
7285,F,47,US,8
7286,,31,US,6
7287,,22,US,1
7288,,27,US,12
7289,F,29,US,15
7290,,23,US,8
7291,,45,US,25
7292,M,46,US,30
7293,,48,US,9
7294,M,32,CA,20
7295,M,43,US,11
7296,,52,US,1
7297,,38,US,14
7298,M,46,US,18
7299,M,25,US,1
7300,F,52,US,12
7301,,31,US,13
7302,,23,US,5
7303,,45,US,18
7304,,38,US,15
7305,M,26,US,1
7306,M,37,US,1
7307,,24,US,10
7308,F,39,US,1
7309,F,24,US,21
7310,M,49,US,11
7311,,40,US,5
7312,F,41,CA,3
7313,F,22,US,34
7314,M,36,US,17
7315,,22,US,25
7316,M,34,US,1
7317,,31,US,16
7318,F,44,US,34
7319,M,51,US,6
7320,,28,US,6
7321,,48,CA,2
7322,F,38,US,8
7323,F,41,US,39
7324,,42,US,1
7325,M,42,US,38
7326,F,21,US,2
7327,,54,US,5
7328,M,41,US,1
7329,M,29,US,8
7330,M,44,US,3
7331,F,49,US,1
7332,F,54,US,1
7333,F,40,US,10
7334,,34,US,9
7335,F,47,US,2
7336,,49,US,10
7337,M,37,US,9
7338,F,23,US,18
7339,,43,US,23
7340,,43,US,5
7341,,41,CA,9
7342,F,24,US,13
7343,,39,US,2
7344,,50,US,18
7345,M,36,US,17
7346,F,54,CA,11
7347,,53,US,25
7348,M,35,US,2
7349,M,36,US,43
7350,M,49,US,4
7351,M,40,US,20
7352,M,41,US,1
7353,M,47,US,1
7354,,24,US,5
7355,F,46,US,17
7356,,45,US,13
7357,F,27,US,2
7358,,21,US,46
7359,M,54,US,14
7360,F,21,US,14
7361,,25,US,17
7362,F,54,US,4
7363,,33,US,15
7364,F,52,US,3
7365,F,42,US,9
7366,M,38,US,8
7367,M,26,US,21
7368,M,28,US,1
7369,F,34,US,10
7370,M,53,US,4
7371,M,26,US,4
7372,M,28,US,15
7373,,40,US,20
7374,F,44,US,1
7375,,50,US,8
7376,M,31,CA,5
7377,F,24,US,14
7378,F,28,US,10
7379,,29,US,25
7380,,32,US,10
7381,,33,US,2
7382,,31,US,2
7383,M,26,US,4
7384,M,28,US,3
7385,F,26,US,12
7386,F,33,US,2
7387,,24,US,1
7388,F,35,US,6
7389,F,21,US,5
7390,F,24,CA,1
7391,F,24,US,1
7392,,24,US,3
7393,,27,US,10
7394,,22,US,3
7395,F,37,US,7
7396,F,33,CA,1
7397,M,46,US,5
7398,F,42,US,4
7399,F,44,US,6
7400,M,48,CA,6
7401,,27,CA,19
7402,F,23,US,7
7403,,49,US,4
7404,,35,US,9
7405,F,36,US,1
7406,M,31,US,10
7407,M,40,CA,3
7408,M,42,US,16
7409,,44,US,22
7410,M,21,US,10
7411,F,25,US,3
7412,,32,US,10
7413,F,25,US,2
7414,F,43,US,2
7415,,23,US,2
7416,F,45,US,1
7417,M,38,US,51
7418,M,28,US,5
7419,,42,US,20
7420,,46,US,78
7421,F,24,US,19
7422,M,43,US,2
7423,F,49,US,4
7424,F,26,US,30
7425,F,43,US,9
7426,M,26,US,4
7427,F,39,US,46
7428,F,23,CA,1
7429,F,27,US,8
7430,F,52,US,2
7431,,31,CA,4
7432,F,52,US,12
7433,M,35,US,17
7434,,35,CA,16
7435,,44,US,17
7436,,25,US,6
7437,F,36,US,7
7438,F,30,CA,17
7439,,39,CA,2
7440,,42,US,21
7441,F,34,US,14
7442,F,41,US,14
7443,,50,US,3
7444,,50,US,10
7445,M,54,US,6
7446,,41,CA,4
7447,,25,US,5
7448,F,51,CA,3
7449,M,42,US,17
7450,M,21,US,19
7451,F,28,US,8
7452,F,44,US,5
7453,,50,CA,4
7454,,40,CA,13
7455,F,47,US,13
7456,M,47,US,2
7457,M,31,US,47
7458,,50,US,1
7459,,41,US,17
7460,,35,US,2
7461,M,27,US,10
7462,,35,US,6
7463,M,24,CA,33
7464,,39,US,6
7465,M,34,US,11
7466,F,38,CA,2
7467,,47,US,14
7468,M,50,US,7
7469,,21,US,1
7470,,48,US,2
7471,,45,US,8
7472,,44,US,4
7473,,44,US,13
7474,,31,US,14
7475,,50,US,4
7476,F,30,US,3
7477,M,46,US,3
7478,M,26,CA,18
7479,F,37,US,2
7480,F,36,US,17
7481,F,36,US,3
7482,M,21,CA,2
7483,,50,US,4
7484,F,45,US,12
7485,,48,US,4
7486,F,54,US,36
7487,M,42,US,17
7488,F,44,US,27
7489,M,35,US,9
7490,F,25,US,16
7491,,21,US,1
7492,,54,US,2
7493,F,35,US,9
7494,F,36,US,6
7495,,32,US,2
7496,M,49,US,1
7497,F,41,US,12
7498,,45,US,29
7499,F,52,US,10
7500,M,28,US,11
7501,F,45,US,4
7502,M,47,US,32
7503,M,41,US,3
7504,F,34,US,7
7505,,42,CA,10
7506,M,29,US,9
7507,M,30,US,19
7508,,21,US,24
7509,M,44,CA,2
7510,,43,US,14
7511,M,31,US,1
7512,,28,US,4
7513,,30,US,7
7514,F,33,US,10
7515,,39,US,3
7516,F,38,US,1
7517,M,54,CA,1
7518,F,40,US,16
7519,F,54,US,4
7520,F,52,US,3
7521,,42,US,16
7522,M,21,US,34
7523,F,45,US,19
7524,F,29,US,1
7525,,53,US,1
7526,M,49,US,12
7527,M,34,US,1
7528,,23,US,5
7529,M,54,US,2
7530,M,35,US,12
7531,,26,US,18
7532,M,32,US,20
7533,,24,US,33
7534,F,36,US,26
7535,,46,US,8
7536,M,50,US,7
7537,M,33,US,4
7538,,28,US,17
7539,M,26,US,4
7540,,22,US,18
7541,,45,US,6
7542,F,29,US,3
7543,F,36,US,3
7544,F,38,US,20
7545,,54,US,30
7546,,21,US,22
7547,F,31,US,19
7548,,26,CA,50
7549,,48,US,7
7550,,40,US,4
7551,F,47,US,17
7552,F,42,US,4
7553,F,34,US,2
7554,F,44,US,2
7555,F,23,US,18
7556,F,50,US,10
7557,F,29,US,4
7558,F,46,US,3
7559,M,53,CA,21
7560,M,36,US,1
7561,F,28,US,11
7562,M,52,US,12
7563,,30,US,7
7564,M,34,US,3
7565,F,54,US,4
7566,M,47,US,3
7567,,49,US,21
7568,,39,US,1
7569,F,27,US,12
7570,M,34,CA,11
7571,M,46,US,10
7572,F,42,US,17
7573,,36,US,5
7574,M,39,US,8
7575,,54,US,9
7576,,27,US,1
7577,M,41,US,10
7578,F,34,US,5
7579,M,25,US,4
7580,F,50,US,6
7581,M,25,US,27
7582,M,42,US,7
7583,M,31,US,11
7584,,35,US,4
7585,M,51,US,23
7586,,50,US,6
7587,F,42,US,3
7588,,50,CA,17
7589,F,54,US,3
7590,,45,US,15
7591,,45,US,2
7592,M,29,US,2
7593,,46,US,30
7594,F,38,US,2
7595,M,51,US,9
7596,F,29,US,6
7597,F,45,US,4
7598,F,50,US,4
7599,M,33,US,8
7600,F,42,US,15
7601,M,32,US,7
7602,M,51,CA,10
7603,,24,US,15
7604,,52,CA,3
7605,M,42,US,22
7606,M,40,CA,13
7607,M,54,US,10
7608,M,51,US,3
7609,,46,US,9
7610,F,44,US,3
7611,M,43,US,1
7612,F,50,US,3
7613,F,47,US,13
7614,M,38,US,11
7615,M,22,US,1
7616,F,37,US,1
7617,,47,US,3
7618,M,36,US,1
7619,M,25,US,2
7620,,49,US,7
7621,,45,US,18
7622,F,21,US,11
7623,,41,US,6
7624,F,54,US,9
7625,M,51,US,7
7626,F,24,US,8
7627,,35,US,7
7628,,46,CA,4
7629,M,29,US,15
7630,M,31,CA,26
7631,,46,US,1
7632,,50,US,12
7633,M,23,US,6
7634,M,32,US,22
7635,M,29,US,23
7636,,32,US,4
7637,M,47,US,14
7638,M,26,US,18
7639,,22,US,8
7640,,23,US,4
7641,M,28,US,15
7642,M,32,US,53
7643,M,42,US,14
7644,,54,US,2
7645,F,46,US,7
7646,M,47,US,46
7647,M,21,US,8
7648,F,23,US,4
7649,M,48,US,5
7650,M,40,US,6
7651,M,40,US,5
7652,M,31,US,17
7653,M,30,US,21
7654,F,46,US,3
7655,,38,US,16
7656,M,35,US,7
7657,M,32,US,3
7658,F,30,US,24
7659,F,30,US,18
7660,F,41,US,7
7661,F,41,US,3
7662,,22,US,4
7663,,47,US,15
7664,M,52,US,8
7665,M,43,US,6
7666,F,25,US,9
7667,M,38,US,10
7668,F,46,US,10
7669,M,50,US,1
7670,,45,CA,6
7671,M,52,US,8
7672,M,35,US,4
7673,M,24,US,16
7674,F,52,US,13
7675,M,33,US,23
7676,,25,US,12
7677,,53,US,14
7678,F,34,US,10
7679,F,21,CA,4
7680,F,33,US,23
7681,M,39,US,3
7682,,51,US,3
7683,,38,US,20
7684,F,21,US,9
7685,,36,US,1
7686,,41,US,26
7687,F,28,US,44
7688,,29,US,27
7689,F,34,US,14
7690,M,54,US,18
7691,M,23,US,8
7692,F,49,US,39
7693,F,21,US,2
7694,F,29,US,1
7695,M,30,US,5
7696,M,29,US,1
7697,,30,US,5
7698,M,49,CA,20
7699,F,29,CA,2
7700,,23,US,7
7701,M,40,US,5
7702,M,40,US,10
7703,F,22,US,1
7704,M,38,US,3
7705,,34,US,27
7706,,40,US,3
7707,M,38,US,2
7708,F,46,US,2
7709,F,52,US,18
7710,F,43,US,6
7711,,28,US,1
7712,M,46,US,6
7713,M,39,US,21
7714,,41,US,26
7715,F,49,US,7
7716,,53,US,2
7717,,34,US,7
7718,F,21,US,10
7719,,42,US,6
7720,M,30,US,15
7721,F,53,CA,26
7722,F,47,US,3
7723,,25,US,4
7724,,47,US,6
7725,F,31,US,9
7726,,39,US,4
7727,,30,US,21
7728,M,46,US,6
7729,F,21,US,20
7730,F,30,US,2
7731,F,31,CA,17
7732,F,35,US,39
7733,F,32,US,4
7734,M,21,US,3
7735,F,51,US,2
7736,F,47,US,3
7737,M,24,US,5
7738,F,51,US,1
7739,F,35,CA,1
7740,M,27,US,10
7741,M,41,US,40
7742,M,28,US,3
7743,M,27,US,5
7744,M,37,CA,8
7745,F,26,US,17
7746,F,26,US,26
7747,M,23,US,16
7748,F,54,US,66
7749,F,47,US,3
7750,F,36,US,10
7751,,54,US,7
7752,F,52,US,13
7753,,37,US,23
7754,M,34,US,24
7755,F,24,US,8
7756,,33,US,6
7757,F,34,US,4
7758,F,51,US,5
7759,F,52,US,3
7760,M,34,US,5
7761,,44,US,8
7762,M,35,US,6
7763,M,31,US,2
7764,F,43,US,1
7765,F,22,US,11
7766,F,54,US,9
7767,F,41,US,2
7768,,43,US,6
7769,,42,US,4
7770,F,41,US,4
7771,M,27,US,6
7772,,48,US,1
7773,F,31,US,5
7774,M,52,US,9
7775,M,44,US,5
7776,M,23,US,2
7777,,26,US,28
7778,,41,US,3
7779,F,54,US,15
7780,,38,US,16
7781,F,50,CA,6
7782,F,35,US,4
7783,,43,US,13
7784,F,21,US,16
7785,,26,US,4
7786,M,33,US,9
7787,,54,US,3
7788,M,24,US,3
7789,,50,US,5
7790,M,23,US,7
7791,M,35,US,3
7792,,50,US,8
7793,,47,US,4
7794,,33,US,11
7795,,45,US,1
7796,F,36,US,6
7797,,26,US,9
7798,M,49,US,28
7799,F,46,US,4
7800,M,41,US,4
7801,M,47,US,2
7802,M,52,US,4
7803,F,45,US,7
7804,F,29,US,2
7805,F,25,US,9
7806,F,48,US,34
7807,M,41,US,1
7808,F,54,US,3
7809,,30,US,6
7810,,39,US,4
7811,F,52,US,6
7812,,33,US,5
7813,M,23,US,19
7814,M,33,US,1
7815,F,33,US,17
7816,,26,US,2
7817,M,54,US,2
7818,F,37,US,3
7819,,21,US,5
7820,F,51,US,9
7821,M,26,US,16
7822,F,49,US,7
7823,F,43,US,5
7824,M,34,US,1
7825,,30,US,5
7826,M,31,US,20
7827,M,23,US,2
7828,F,45,US,6
7829,M,45,US,1
7830,F,26,US,11
7831,,26,US,11
7832,F,40,US,10
7833,F,52,US,5
7834,F,29,US,2
7835,M,44,US,13
7836,M,26,US,1
7837,M,36,US,10
7838,,34,CA,8
7839,,28,US,16
7840,,30,US,2
7841,,48,US,9
7842,F,22,US,15
7843,F,22,US,3
7844,F,36,US,23
7845,F,53,US,6
7846,F,43,US,5
7847,,37,US,3
7848,M,35,US,3
7849,M,42,US,3
7850,F,53,CA,3
7851,,49,US,21
7852,M,29,US,5
7853,F,49,US,4
7854,,30,US,6
7855,M,44,US,4
7856,,45,CA,11
7857,,33,US,2
7858,F,47,CA,6
7859,F,30,US,7
7860,,32,US,3
7861,,50,US,1
7862,M,21,US,4
7863,,28,US,39
7864,,36,US,20
7865,F,49,US,13
7866,F,51,CA,13
7867,M,22,US,13
7868,M,49,US,4
7869,,24,US,20
7870,M,21,US,11
7871,M,40,US,24
7872,,54,US,8
7873,F,53,US,5
7874,,28,US,7
7875,,43,US,5
7876,,35,US,7
7877,,51,US,13
7878,,48,US,29
7879,F,21,US,8
7880,F,27,US,7
7881,M,44,US,14
7882,F,24,US,4
7883,M,41,US,8
7884,M,48,US,22
7885,,42,US,7
7886,F,35,US,1
7887,F,43,US,10
7888,,26,US,4
7889,,35,US,14
7890,F,29,US,9
7891,M,44,US,7
7892,M,36,US,1
7893,,27,US,8
7894,M,23,US,1
7895,,34,CA,4
7896,M,36,CA,22
7897,F,27,US,12
7898,M,35,US,37
7899,M,36,US,6
7900,F,29,US,6
7901,,34,US,9
7902,,27,US,1
7903,F,51,US,21
7904,M,40,US,3
7905,F,29,US,3
